"userid","activity.daily_routines","activity.emotional","activity.entertainment","activity.intellectual","activity.live_music","activity.music_listening","activity.on_the_move","activity.physical","activity.social"
907,4,4,4,5,5,5,5,3,3
909,5,5,4,4,4,5,3,5,4
910,3,3,4,5,3,5,4,3,3
911,3,2,3,1,5,5,5,4,3
913,4,4,5,5,5,5,5,4,5
915,3,4,3,2,5,5,3,3,4
916,4,3,4,2,2,4,2,3,3
917,3,4,3,4,4,3,4,3,2
918,3,1,5,3,4,4,4,3,2
919,3,3,4,4,4,4,3,3,3
920,3,4,5,4,3,5,4,5,5
922,2,3,4,3,2,3,3,2,3
923,4,4,4,4,4,4,4,5,4
924,4,4,4,5,2,5,5,4,4
925,5,3,4,4,5,5,5,4,3
926,4,3,2,2,3,4,4,3,4
927,1,3,3,1,3,3,5,4,3
928,4,3,2,3,3,3,4,3,4
929,4,2,4,1,3,3,4,5,2
934,4,2,3,2,5,5,1,4,4
935,4,3,4,1,5,5,5,5,3
936,2,2,2,1,3,3,2,3,2
937,4,3,2,1,4,4,4,3,4
939,4,2,3,3,1,1,4,3,2
941,4,4,4,4,4,4,4,4,4
944,5,4,4,5,4,5,4,4,5
946,4,4,4,5,4,4,3,3,5
948,3,3,4,4,3,4,3,4,4
949,2,4,1,3,3,4,5,4,1
950,3,2,3,2,4,5,3,4,4
951,3,3,5,5,4,4,5,3,3
956,2,4,5,4,4,5,5,5,4
957,4,4,4,3,5,4,4,4,4
959,2,3,1,4,1,4,2,3,2
962,4,4,3,1,3,4,4,4,2
965,4,5,4,1,5,5,5,4,4
966,1,4,3,1,2,5,5,5,3
967,1,3,4,2,5,5,3,5,2
969,5,5,3,4,5,5,5,5,5
972,4,4,4,4,3,3,3,3,4
973,4,3,3,2,4,4,3,3,3
974,3,4,4,4,4,4,4,2,4
975,4,3,3,3,4,4,3,3,4
976,4,1,2,1,4,5,4,4,4
979,4,4,4,4,4,5,3,3,3
980,5,4,4,2,5,5,5,2,5
982,4,4,4,3,4,4,4,4,4
983,4,3,3,4,4,5,5,3,4
984,3,2,4,3,2,4,3,3,2
986,3,5,5,3,3,5,5,5,4
987,4,5,4,5,4,5,4,5,4
988,3,3,3,3,3,3,3,3,3
989,4,5,4,4,4,5,4,5,4
991,5,3,5,2,5,5,5,5,4
992,3,2,5,4,1,2,2,4,2
995,5,4,5,5,4,5,5,4,5
996,5,3,5,5,5,5,4,3,5
998,3,2,2,2,4,3,4,3,4
999,2,2,4,2,5,4,3,4,5
1000,3,5,4,3,4,5,5,4,4
1001,3,3,4,4,2,4,4,5,4
1003,3,2,5,2,3,3,4,5,3
1004,5,4,5,3,5,5,5,5,5
1006,3,4,3,3,5,5,5,3,4
1010,4,2,2,1,4,2,5,3,5
1011,2,1,1,3,3,5,3,2,2
1012,4,3,3,3,3,3,3,4,4
1013,4,2,3,3,3,3,2,1,1
1014,3,2,4,2,4,4,2,2,3
1015,3,3,5,1,4,3,2,5,5
1018,2,2,4,4,4,4,4,4,4
1019,2,1,5,1,3,5,5,4,3
1020,3,2,5,4,3,4,4,4,3
1023,3,4,4,4,3,5,5,5,4
1026,5,5,4,4,5,5,5,5,5
1027,3,3,4,4,3,4,4,4,4
1028,2,2,5,5,5,5,3,4,5
1030,4,2,5,3,4,5,5,3,3
1035,3,4,3,2,3,2,2,4,2
1036,5,3,3,2,4,4,5,3,3
1039,1,4,4,1,5,5,5,3,3
1041,4,3,3,4,5,5,3,4,4
1043,4,4,5,4,4,4,4,4,5
1044,4,3,5,2,4,4,5,4,3
1046,2,2,3,3,4,3,5,3,5
1047,3,3,4,4,4,4,4,3,4
1048,3,3,3,3,3,3,3,3,3
1049,3,4,5,5,1,5,5,4,4
1051,3,3,4,2,3,4,4,4,4
1052,3,4,3,4,4,4,5,4,4
1053,1,4,5,1,4,5,1,4,1
1055,5,5,5,5,5,5,5,5,5
1056,5,4,4,5,5,5,5,4,4
1057,3,2,2,4,2,1,3,3,4
1059,3,4,4,3,5,5,3,4,5
1060,4,5,4,5,4,4,4,3,5
1063,4,3,4,5,4,5,3,5,3
1064,4,5,5,3,3,5,4,5,2
1065,1,5,5,1,5,5,3,3,1
1066,4,3,4,5,4,5,4,4,3
1070,4,4,5,4,5,5,2,4,4
1073,4,5,4,4,4,5,5,3,4
1075,1,4,5,2,4,5,3,3,1
1076,3,4,3,2,5,5,4,5,5
1077,5,3,5,3,5,5,5,4,3
1079,2,4,3,4,5,5,2,4,4
1080,3,3,4,2,2,3,3,3,4
1083,4,2,4,3,3,4,3,4,3
1084,4,3,4,3,4,3,4,4,4
1085,5,3,5,3,3,3,5,4,4
1086,4,4,3,3,3,3,4,3,3
1088,1,1,5,1,4,5,1,2,4
1089,4,1,4,4,4,4,4,4,4
1090,3,2,4,3,3,3,3,3,4
1091,5,4,4,4,2,5,5,4,2
1092,5,5,5,5,5,5,5,5,5
1093,3,4,5,5,4,5,3,5,5
1094,1,1,1,1,1,1,1,1,1
1095,2,5,5,2,5,5,3,4,2
1096,4,5,1,1,5,5,3,5,5
1099,1,4,5,3,5,5,4,2,4
1102,5,5,5,4,1,5,3,5,2
1104,5,5,1,1,5,5,5,5,5
1105,1,5,5,3,5,5,5,5,5
1106,2,3,4,4,2,4,3,2,2
1107,4,4,5,5,4,5,5,4,5
1109,4,3,1,2,1,5,4,5,1
1110,2,1,1,1,5,5,4,3,2
1111,5,4,3,3,3,5,4,4,4
1113,1,5,4,2,1,2,1,5,4
1114,3,1,3,2,3,1,1,1,2
1115,3,4,4,4,3,3,5,1,3
1116,3,2,2,3,1,1,2,2,2
1118,4,3,3,1,2,3,4,5,2
1119,3,4,4,4,1,5,4,4,2
1120,1,1,4,4,1,4,3,1,1
1122,2,2,2,3,3,2,4,2,2
1123,5,4,5,4,5,5,5,5,5
1125,3,4,4,4,5,5,3,4,3
1127,1,5,5,1,1,5,1,5,1
1129,4,3,5,3,3,4,3,4,4
1135,4,3,3,4,2,3,4,3,3
1136,1,1,5,2,5,5,1,2,4
1138,2,3,4,4,3,5,3,3,4
1139,4,2,3,4,3,5,2,5,3
1141,2,1,4,1,5,5,3,4,3
1142,2,3,5,5,5,5,5,5,3
1144,5,2,4,4,5,5,5,5,4
1145,5,2,4,3,4,5,5,4,4
1146,5,5,2,5,5,5,4,5,5
1147,4,3,3,3,3,3,4,4,2
1148,4,5,4,1,5,5,4,4,3
1149,2,1,1,5,5,5,5,4,4
1150,5,5,4,5,4,4,5,5,3
1151,3,2,2,2,2,2,2,3,2
1154,4,2,3,2,3,3,5,5,2
1156,5,5,5,5,5,5,5,5,5
1157,3,3,3,2,2,4,4,4,3
1158,4,5,4,4,4,4,2,4,4
1159,4,1,4,1,5,5,4,3,4
1160,2,2,3,5,5,5,3,4,1
1165,2,3,3,5,2,3,5,3,1
1166,4,3,5,3,5,5,4,5,2
1167,4,4,5,2,4,3,5,4,3
1168,3,2,3,2,2,2,2,2,2
1169,3,3,3,3,3,3,3,3,3
1170,4,5,3,3,5,5,4,4,5
1171,4,4,3,3,4,5,3,3,3
1172,1,1,1,1,1,1,1,1,1
1173,2,1,3,1,5,5,5,5,5
1174,2,1,4,1,5,5,5,5,4
1175,1,1,2,1,1,3,1,1,1
1176,3,2,5,4,4,5,3,4,5
1177,4,5,4,4,4,4,5,5,5
1178,2,4,5,3,5,5,5,3,4
1179,2,3,5,4,5,5,5,5,5
1180,2,5,4,2,1,5,5,2,1
1181,1,2,3,2,1,3,5,1,1
1182,4,5,5,4,3,5,5,4,3
1183,5,3,4,3,4,5,5,5,5
1184,5,5,5,5,5,5,5,5,5
1185,3,4,5,4,4,5,4,4,4
1187,2,4,4,3,5,5,5,4,1
1188,4,3,4,4,5,3,3,4,5
1191,3,3,4,2,3,3,2,2,4
1192,5,3,3,1,5,4,5,4,4
1193,3,3,2,3,5,4,3,4,3
1194,2,4,5,3,3,4,2,5,2
1195,4,4,5,4,4,5,5,4,4
1196,2,4,4,2,5,5,3,4,4
1198,2,1,5,2,5,5,5,1,1
1199,5,4,5,3,3,5,4,4,3
1200,2,4,2,2,3,3,3,3,3
1201,3,3,3,3,3,3,3,3,3
1202,4,4,1,1,5,5,4,4,1
1203,1,4,4,3,3,4,2,2,3
1204,5,1,4,2,5,5,5,5,4
1205,3,5,5,5,5,5,5,3,5
1207,5,4,3,4,4,5,4,4,3
1209,4,3,3,3,4,5,5,4,2
1210,5,5,5,5,5,3,5,4,5
1211,5,5,4,3,3,5,5,1,4
1212,5,4,4,4,5,5,5,5,3
1213,2,3,4,2,3,3,3,2,2
1214,4,4,4,3,3,3,3,3,4
1216,5,1,5,2,5,5,5,5,1
1218,4,4,4,4,4,4,4,4,4
1219,3,1,5,2,2,4,5,2,1
1220,3,4,3,5,5,5,4,3,3
1221,3,4,4,1,5,5,3,4,2
1222,5,3,5,4,5,5,4,5,5
1223,4,4,4,4,3,3,5,5,3
1224,4,4,5,4,5,5,4,4,3
1225,4,4,3,3,3,3,3,3,3
1226,2,3,3,3,2,4,3,4,3
1227,4,3,5,5,3,5,5,5,4
1228,3,3,3,3,3,3,3,3,3
1229,5,5,3,3,5,5,5,5,5
1230,1,2,4,3,5,5,1,3,5
1231,3,3,2,2,5,5,3,4,3
1232,4,4,5,4,4,5,4,4,5
1233,5,5,4,3,5,5,5,5,4
1234,1,4,1,1,4,1,3,4,2
1235,5,5,4,3,5,5,5,4,5
1236,5,1,3,1,1,1,1,3,1
1238,3,1,4,1,1,1,3,4,1
1239,5,3,5,3,5,5,4,5,5
1242,5,2,3,3,5,5,5,3,3
1243,4,4,3,4,4,4,4,4,4
1244,5,4,5,4,5,4,5,4,5
1245,5,5,5,3,5,5,5,5,5
1246,5,5,5,1,5,5,5,5,5
1247,4,4,4,4,5,5,4,4,4
1248,3,1,4,1,4,3,5,4,3
1249,5,5,5,4,4,5,5,5,5
1251,4,4,5,5,4,4,5,5,3
1252,4,3,4,1,4,4,4,4,4
1253,3,1,3,4,1,2,5,2,3
1254,3,5,4,2,5,5,3,5,4
1255,4,4,5,3,4,4,3,5,2
1256,3,2,4,3,2,5,5,2,4
1257,4,3,4,4,3,4,4,4,3
1258,5,5,4,2,5,5,5,5,5
1261,1,3,4,5,2,4,2,4,4
1262,3,4,3,2,3,3,3,4,3
1263,5,4,4,5,3,2,4,4,2
1264,3,2,2,1,1,2,4,4,2
1265,3,3,3,3,3,3,3,3,3
1266,4,4,3,2,5,4,4,4,3
1267,3,3,4,3,3,4,3,3,1
1268,5,4,5,5,3,4,5,5,5
1269,2,5,3,1,2,2,3,4,1
1271,3,5,4,3,5,5,5,5,4
1273,4,4,3,2,4,5,3,4,3
1274,3,1,4,3,4,4,5,4,3
1275,3,3,4,1,5,5,4,4,3
1277,3,4,4,3,4,3,4,3,4
1278,3,3,2,3,1,2,2,2,2
1279,3,3,4,3,3,5,3,3,3
1280,5,5,2,2,3,3,5,5,3
1281,4,4,3,1,4,5,4,4,1
1282,4,3,5,4,3,4,5,5,3
1283,4,3,3,4,4,5,5,5,3
1284,3,3,4,3,5,5,1,4,3
1285,4,4,5,4,1,5,2,5,3
1286,4,4,4,1,4,4,4,4,4
1288,3,1,2,2,2,5,5,5,4
1289,4,5,2,1,5,5,3,5,3
1290,4,1,1,1,1,5,2,1,1
1291,5,3,5,3,5,4,4,4,3
1292,3,4,3,3,5,4,4,4,4
1293,2,2,4,1,3,4,2,2,4
1294,2,1,2,1,5,5,5,4,3
1295,4,3,3,3,4,4,4,4,2
1296,4,3,5,2,3,5,3,4,3
1297,4,2,3,1,2,4,5,2,4
1299,1,1,4,1,5,5,5,4,3
1301,3,4,3,1,5,5,5,5,3
1305,4,5,4,5,3,5,4,4,3
1307,5,5,5,4,3,5,5,4,4
1308,4,5,2,1,5,5,3,5,3
1309,4,5,4,1,5,5,5,5,3
1311,2,3,3,3,4,2,2,2,3
1312,5,4,4,3,4,5,5,5,5
1313,4,4,3,3,3,4,4,4,4
1314,3,3,3,3,4,4,4,4,3
1317,4,2,5,4,2,5,3,2,2
1318,3,3,3,3,3,3,3,3,3
1319,4,4,4,1,4,4,4,5,3
1328,3,3,3,2,4,5,4,4,5
1329,2,1,1,1,1,2,4,1,1
1330,4,4,4,3,4,5,5,4,5
1331,5,5,5,4,4,4,4,4,5
1333,3,4,4,5,3,5,4,3,4
1334,4,5,5,2,5,5,1,3,5
1335,4,2,4,2,5,5,4,3,3
1339,3,2,5,4,3,5,5,4,5
1341,2,3,4,4,2,2,2,4,2
1344,5,5,5,4,5,5,5,4,3
1346,3,2,3,1,5,5,5,5,4
1355,1,5,3,5,5,5,5,5,3
1358,3,4,5,1,3,4,3,3,3
1359,4,4,2,2,5,5,4,3,3
1360,4,4,5,3,5,5,5,5,3
1361,3,2,2,3,2,2,3,2,2
1366,3,3,1,2,2,4,4,4,3
1367,3,4,5,4,3,4,4,3,3
1368,3,2,3,2,5,4,5,4,4
1369,3,2,4,3,5,2,5,4,3
1371,3,3,4,3,3,3,3,3,4
1372,5,5,5,5,5,5,5,5,5
1374,4,4,4,5,5,5,5,4,5
1375,3,3,4,2,4,4,4,4,4
1378,3,4,4,5,3,4,4,4,4
1380,3,3,2,2,3,5,2,3,2
1384,4,3,4,4,5,4,4,3,4
1387,3,2,3,3,3,4,4,2,4
1388,5,2,3,5,2,3,5,3,4
1391,5,4,5,3,4,4,3,3,5
1394,3,3,5,5,3,5,3,5,3
1397,4,2,4,2,3,4,3,4,4
1401,4,5,5,3,5,5,3,5,5
1402,1,3,5,5,5,5,1,5,3
1403,2,2,1,3,2,3,3,3,2
1406,4,5,5,3,5,5,5,5,3
1407,2,4,5,5,2,3,2,5,2
1408,3,5,4,2,5,5,5,5,4
1410,3,2,5,2,4,2,3,4,3
1411,4,4,4,4,4,4,4,4,4
1416,3,3,3,3,3,4,4,3,3
1417,3,3,3,3,3,3,3,3,3
1418,4,5,5,5,4,5,5,5,5
1419,2,3,3,3,3,4,2,3,2
1420,3,4,5,4,3,4,4,4,4
1423,3,3,3,3,3,3,3,3,3
1426,4,1,5,1,5,5,5,5,5
1427,1,4,3,5,4,4,3,4,3
1428,3,5,3,2,5,5,4,5,4
1429,3,2,4,1,1,5,2,4,4
1430,5,4,4,3,5,5,4,5,4
1431,3,4,4,3,4,4,4,4,3
1432,5,5,2,2,5,5,5,5,5
1434,3,5,4,2,5,5,3,4,3
1435,4,5,5,5,5,5,3,5,5
1436,2,2,4,1,3,5,2,4,4
1437,4,2,3,1,5,5,4,4,1
1439,2,3,3,1,5,5,1,4,4
1440,4,2,4,3,3,3,5,3,3
1442,2,2,2,4,2,2,4,4,2
1443,3,4,3,2,3,4,3,4,3
1444,1,2,3,1,4,4,4,3,3
1447,4,4,5,4,5,4,4,3,4
1448,3,3,3,3,2,4,5,4,2
1449,3,5,3,5,4,5,5,5,3
1450,4,4,5,3,5,3,5,2,5
1451,4,4,4,3,3,4,5,4,4
1452,5,5,5,5,5,5,5,5,5
1453,1,1,2,1,1,1,2,1,1
1455,5,3,4,1,5,4,3,5,4
1459,3,4,4,3,3,4,4,4,4
1460,3,4,4,3,4,3,3,3,3
1463,4,4,4,4,4,5,4,4,4
1464,3,2,3,3,4,4,4,4,3
1465,3,4,5,5,5,5,4,4,4
1466,5,4,3,4,4,4,4,3,3
1468,3,4,4,4,4,5,5,5,4
1471,4,3,4,5,3,5,3,3,4
1472,3,4,3,3,4,4,4,4,3
1473,3,4,5,4,5,4,5,2,2
1475,3,4,4,1,5,5,4,5,5
1477,4,2,3,2,4,4,3,3,2
1480,1,4,4,1,4,5,5,5,4
1482,4,4,4,4,4,5,4,4,4
1484,4,3,3,1,5,4,5,5,3
1485,3,4,2,3,5,5,5,4,3
1486,5,5,5,5,5,5,5,5,5
1489,4,4,3,2,3,3,1,3,3
1490,1,1,4,5,5,5,2,3,2
1491,5,5,2,4,5,5,5,3,4
1492,2,4,5,4,4,5,4,4,4
1493,5,2,5,2,5,5,5,5,5
1494,3,3,4,3,5,5,4,4,4
1495,4,5,3,3,5,5,4,4,5
1496,4,5,5,3,5,5,4,5,5
1497,2,3,4,3,3,4,4,3,3
1498,3,2,4,2,3,4,2,4,4
1499,3,4,2,3,3,3,3,2,5
1500,4,4,5,2,5,5,3,4,4
1501,4,2,2,1,5,5,4,5,3
1502,4,3,5,1,5,3,5,5,1
1503,5,2,5,5,5,5,5,4,2
1504,5,3,4,3,2,4,5,5,3
1507,5,4,4,4,4,4,5,5,4
1510,4,4,3,4,3,4,5,3,4
1511,5,4,1,2,5,5,4,4,5
1512,3,3,3,3,4,4,5,4,3
1513,2,1,2,2,5,5,4,4,4
1514,1,4,4,4,4,4,1,4,4
1516,4,1,2,3,5,5,4,2,2
1517,2,2,3,5,2,3,4,4,3
1518,3,4,4,3,5,4,3,4,5
1520,5,5,3,5,5,5,5,5,5
1522,3,4,3,2,4,5,3,5,4
1525,3,3,2,1,1,3,1,2,2
1526,3,3,5,1,3,3,3,3,3
1527,2,1,2,1,1,3,3,1,1
1528,4,3,2,4,3,2,3,3,4
1529,2,2,3,3,3,3,2,4,3
1530,4,2,4,1,2,5,4,4,5
1531,3,5,5,3,3,5,2,5,5
1534,5,3,2,2,1,4,5,5,3
1535,5,5,3,1,3,5,5,3,5
1540,1,5,1,4,5,5,5,1,5
1541,4,3,3,1,5,5,4,4,3
1542,2,4,1,2,5,2,4,2,2
1543,4,1,4,1,1,1,5,5,1
1545,3,4,4,3,4,3,4,4,3
1546,5,1,2,2,1,5,3,5,2
1547,1,1,2,1,2,4,4,3,3
1548,4,5,5,2,5,4,4,5,4
1549,3,1,4,2,3,5,5,3,4
1552,3,3,4,4,5,5,3,3,4
1553,3,3,3,4,3,4,3,3,3
1554,3,5,5,4,4,5,4,5,4
1557,4,3,3,4,5,3,3,2,4
1558,5,1,1,1,5,5,5,5,5
1560,3,3,5,4,3,4,4,4,3
1562,3,4,3,3,3,3,3,4,4
1564,3,3,3,4,4,3,3,3,3
1565,4,5,5,5,4,5,5,4,4
1566,4,3,3,4,4,3,3,4,4
1567,3,3,3,3,3,3,2,4,3
1569,5,2,4,2,4,5,3,4,5
1570,1,3,4,3,5,5,4,5,3
1573,3,2,3,4,2,4,4,3,2
1574,4,4,3,2,4,1,3,5,2
1576,3,3,3,2,4,4,3,4,4
1577,4,3,5,3,5,5,5,3,3
1578,1,1,3,3,1,4,3,2,1
1580,3,5,5,5,5,5,5,3,5
1581,5,5,3,4,5,5,5,4,4
1582,5,4,5,1,5,5,3,5,5
1583,2,2,3,2,4,4,4,4,3
1585,5,3,5,4,5,5,5,2,2
1586,3,3,4,2,5,4,4,4,2
1587,5,3,5,3,4,5,5,4,4
1588,3,3,3,3,3,3,4,3,3
1589,5,4,4,5,4,4,4,5,5
1591,3,3,2,1,5,5,2,5,3
1592,3,4,4,3,2,3,4,4,3
1593,3,2,3,2,4,4,3,3,3
1594,5,5,5,4,5,3,5,4,3
1595,4,2,5,3,4,3,3,2,3
1596,4,2,4,5,5,5,3,3,2
1600,3,2,4,4,3,5,4,4,4
1602,4,1,5,1,5,5,5,4,5
1606,3,3,4,4,2,2,5,4,4
1607,3,4,3,3,3,3,4,4,4
1608,4,5,1,2,5,5,4,5,5
1609,3,3,4,2,4,4,4,4,2
1610,1,1,4,1,1,5,2,1,1
1612,1,5,4,2,1,3,1,3,3
1613,4,4,5,4,5,4,5,4,4
1614,3,4,5,3,5,5,3,4,3
1615,3,3,3,3,3,4,3,3,3
1616,5,5,3,2,4,3,5,4,4
1617,1,1,5,1,5,5,4,4,4
1618,3,1,4,1,1,3,1,3,3
1619,1,1,1,1,1,1,1,1,1
1620,3,3,3,3,4,4,3,3,3
1623,5,5,5,5,5,5,5,5,5
1624,1,1,4,1,3,4,4,4,2
1625,2,4,1,2,4,3,3,4,3
1626,5,5,5,1,5,5,5,5,5
1627,3,5,1,4,5,5,4,3,4
1628,1,1,2,2,3,5,2,1,1
1630,5,2,5,5,1,5,5,5,5
1631,3,5,5,4,3,5,3,4,4
1632,3,2,4,4,4,4,3,2,4
1633,4,5,4,3,4,2,3,5,2
1634,1,3,4,1,3,3,3,4,3
1635,4,3,3,3,3,3,4,3,4
1636,3,4,4,4,4,4,4,3,3
1637,3,3,5,4,2,3,4,2,3
1639,2,2,1,1,1,2,2,1,1
1640,3,3,5,3,4,4,3,3,3
1642,4,4,3,2,4,1,4,3,1
1643,1,4,4,2,5,5,5,2,1
1644,3,3,3,3,3,3,3,3,3
1646,5,5,5,3,5,5,5,4,5
1648,4,2,5,1,5,5,3,5,3
1653,5,5,5,5,4,4,5,4,4
1654,4,3,2,2,1,3,5,5,1
1658,4,4,3,3,4,4,4,4,3
1659,3,2,4,1,5,5,4,3,4
1660,3,5,4,3,5,4,5,5,5
1661,3,3,5,3,5,5,5,5,4
1662,3,3,4,1,4,2,4,3,3
1663,5,5,5,5,5,5,5,5,5
1664,4,4,4,3,3,3,3,3,3
1665,2,4,5,1,5,5,4,5,4
1666,3,3,3,1,2,3,4,2,2
1667,4,3,3,1,4,4,3,3,3
1669,5,5,5,3,5,5,5,5,5
1670,5,4,5,5,4,5,5,5,3
1671,4,2,4,3,5,5,5,5,4
1672,4,4,4,4,4,4,4,4,4
1673,2,2,5,4,4,3,4,3,4
1675,3,2,4,3,4,2,3,3,4
1677,3,4,3,2,5,4,3,4,3
1678,3,4,4,3,4,5,4,4,4
1679,4,4,3,3,5,3,3,3,3
1681,2,4,4,3,3,1,1,5,2
1682,5,3,4,4,4,4,5,4,4
1684,4,5,4,2,5,5,5,5,5
1685,2,4,2,1,5,4,3,5,2
1686,3,3,3,3,3,3,3,3,3
1687,5,5,5,5,5,5,5,5,5
1688,5,5,3,5,5,5,5,5,3
1690,5,4,2,5,3,5,5,4,2
1691,4,4,3,1,5,5,5,4,4
1692,4,4,3,2,3,5,5,4,4
1695,5,3,5,3,5,5,5,5,5
1696,2,2,1,4,3,1,4,4,2
1697,1,4,3,2,2,4,4,4,3
1699,1,1,5,1,5,5,5,5,5
1700,2,3,4,3,4,4,1,3,4
1701,3,4,3,2,2,4,4,4,3
1703,3,2,4,2,2,2,4,4,4
1704,3,2,4,4,3,4,3,2,2
1705,4,4,3,5,3,4,3,4,4
1706,3,4,4,2,4,5,4,4,3
1707,1,4,3,1,5,5,2,3,5
1708,2,1,2,1,3,5,2,2,3
1709,1,2,1,1,2,2,2,2,3
1710,2,4,3,4,4,5,5,3,3
1711,5,5,5,5,5,5,5,5,5
1712,2,3,5,2,5,5,5,5,5
1714,2,1,2,4,4,4,3,2,1
1715,3,2,4,2,1,5,5,5,4
1717,1,5,3,1,1,5,1,4,1
1718,5,5,4,4,5,5,5,5,5
1720,5,5,5,3,5,5,5,5,5
1721,4,5,4,5,5,5,4,5,5
1723,3,4,2,1,4,4,4,5,3
1725,2,2,4,1,2,2,3,3,2
1726,4,3,1,2,5,5,3,3,2
1727,2,3,3,2,4,5,4,4,3
1728,2,3,5,2,5,5,5,5,5
1730,4,5,4,2,2,5,5,5,3
1732,4,4,4,4,4,4,5,4,4
1733,3,1,3,2,5,5,4,5,3
1734,4,4,4,3,5,5,3,4,3
1735,4,4,2,3,3,4,2,4,2
1737,3,4,3,4,4,4,4,3,3
1738,5,2,5,4,3,5,2,2,4
1739,3,4,3,2,2,3,4,4,3
1741,3,3,5,4,3,5,3,4,3
1742,2,4,5,3,3,1,1,5,2
1744,5,5,3,4,5,5,5,4,3
1745,2,2,4,2,5,5,4,3,5
1747,3,3,4,3,1,3,4,4,2
1748,4,5,3,2,4,5,5,4,4
1749,4,4,4,4,3,4,4,4,4
1752,3,3,2,3,3,4,4,4,2
1753,5,2,5,2,5,5,5,5,4
1754,4,4,5,3,5,5,4,5,4
1755,2,2,4,2,5,5,4,4,4
1756,4,1,5,1,2,3,2,2,1
1757,1,5,5,1,5,5,1,1,1
1758,2,1,4,1,4,3,1,4,1
1759,2,3,3,2,4,5,3,4,3
1760,4,4,4,4,4,4,4,4,4
1764,4,4,4,1,5,5,2,4,4
1765,3,1,4,4,2,2,3,3,1
1767,2,3,4,3,1,1,2,3,2
1768,5,5,3,2,4,5,5,5,5
1770,3,5,4,3,5,5,3,4,5
1772,4,3,4,3,3,4,4,3,4
1773,2,2,2,1,5,4,5,5,5
1774,2,5,2,1,5,5,5,4,4
1775,1,5,3,3,5,5,5,5,4
1776,3,4,4,3,4,5,4,3,3
1778,1,2,4,1,2,1,3,3,4
1779,3,3,3,2,4,5,4,4,3
1780,5,3,3,5,2,4,4,2,2
1781,3,3,4,1,3,5,3,3,2
1783,4,3,3,2,2,4,2,4,3
1784,4,2,2,3,3,5,5,1,4
1785,3,4,4,1,3,3,5,4,5
1787,3,2,2,3,3,1,2,1,2
1788,4,2,4,3,3,4,4,4,3
1790,3,3,4,3,4,3,2,3,3
1792,4,3,3,2,2,3,5,2,2
1794,3,3,4,3,3,3,3,4,3
1795,4,3,3,4,3,2,2,3,3
1797,4,3,4,4,3,3,4,3,3
1798,2,4,5,3,5,5,3,3,4
1799,3,3,4,4,5,4,4,3,3
1800,3,5,3,1,5,5,5,1,1
1801,3,2,5,4,5,4,5,4,5
1804,4,3,4,2,4,4,2,4,2
1807,4,4,1,1,5,5,3,5,4
1808,4,4,5,3,4,5,5,4,5
1809,1,1,3,1,5,3,5,3,4
1810,5,5,5,5,3,4,5,5,3
1811,5,3,5,2,5,5,5,5,5
1813,4,4,2,4,5,5,5,2,4
1814,3,3,3,3,3,2,4,3,3
1816,2,3,2,1,4,5,5,4,5
1818,2,2,4,1,5,5,4,3,3
1819,2,2,4,1,3,4,2,3,3
1821,5,4,4,4,2,5,4,4,2
1822,3,4,4,3,5,4,3,4,4
1824,4,5,2,5,3,2,3,4,2
1826,2,3,3,3,2,3,3,3,2
1827,3,2,3,3,3,4,2,5,3
1829,5,5,5,5,5,5,5,5,5
1830,3,3,5,1,4,5,3,4,5
1831,4,3,3,4,4,3,3,3,4
1832,2,1,4,3,1,4,5,5,2
1833,3,4,5,4,3,3,4,4,4
1834,3,3,3,2,3,3,4,3,3
