"userid","activity.daily_routines","activity.emotional","activity.entertainment","activity.intellectual","activity.live_music","activity.music_listening","activity.on_the_move","activity.physical","activity.social"
2660,4,4,4,3,5,5,5,5,5
2664,3,1,5,3,3,5,4,2,4
2666,3,4,3,2,2,3,3,3,2
2667,3,3,3,3,3,4,4,3,3
2668,5,5,4,1,1,5,5,4,1
2673,5,5,4,5,4,5,5,3,3
2675,3,3,3,3,3,3,3,3,3
2677,3,3,2,2,5,5,5,3,4
2678,4,4,4,4,4,4,4,4,4
2681,4,3,3,4,5,5,4,3,5
2682,3,2,4,2,3,4,4,3,2
2683,3,3,4,1,3,5,3,3,3
2684,5,4,4,4,3,4,4,5,4
2685,4,4,4,3,5,5,5,3,5
2687,3,2,2,1,1,3,3,1,3
2688,2,2,4,4,5,5,3,5,5
2689,5,5,5,5,5,5,5,5,5
2691,2,2,4,1,4,5,5,5,2
2693,1,1,3,1,4,5,3,1,4
2695,5,1,5,1,5,5,5,5,4
2696,3,4,4,3,3,3,4,3,4
2697,4,4,3,5,5,5,5,4,3
2698,1,1,2,3,2,3,3,2,2
2700,3,3,4,3,3,4,3,3,4
2701,4,2,5,3,3,3,4,3,4
2703,3,5,4,2,3,5,3,4,5
2705,4,4,5,5,5,4,3,4,5
2706,4,4,3,4,4,4,3,3,3
2709,1,1,2,1,3,4,1,1,1
2711,4,4,2,3,2,4,3,4,2
2712,5,5,5,3,5,5,5,4,5
2713,4,4,4,3,3,4,1,3,3
2714,2,2,3,1,4,5,3,2,3
2716,3,4,5,4,5,5,4,5,5
2717,4,4,5,3,5,5,3,4,3
2719,4,2,3,4,2,5,5,4,3
2720,1,2,3,1,4,5,3,1,3
2722,4,1,3,4,1,4,5,1,2
2724,1,2,2,1,1,2,4,5,1
2725,4,3,4,2,4,4,4,4,4
2727,5,4,4,5,3,5,5,5,5
2728,5,5,5,5,5,5,5,5,5
2729,5,4,3,4,3,5,5,2,5
2730,5,5,5,3,5,5,5,5,5
2731,4,3,3,4,4,3,4,3,4
2732,5,5,5,5,5,5,4,5,4
2734,3,2,4,2,4,3,3,4,3
2735,3,4,2,2,3,4,4,4,2
2736,5,5,5,1,5,5,5,5,5
2737,3,3,3,3,3,5,3,3,3
2739,5,5,5,5,5,5,5,5,5
2740,4,5,5,4,4,5,5,2,3
2742,4,4,5,3,3,4,5,4,3
2743,2,2,2,2,2,2,2,2,2
2744,3,3,4,4,5,5,3,4,5
2745,5,5,5,5,5,5,5,5,5
2746,4,4,3,3,5,4,5,4,4
2748,4,4,3,2,2,5,4,3,3
2749,1,3,3,4,5,5,5,3,5
2750,3,3,3,2,2,4,4,3,3
2751,5,5,4,4,4,5,5,5,4
2752,5,4,3,1,5,5,4,5,5
2754,5,5,5,5,5,5,5,5,5
2758,2,3,4,3,4,3,3,4,4
2759,2,5,4,4,5,4,3,3,4
2761,5,5,5,5,5,5,5,5,5
2765,5,3,4,3,4,5,5,5,3
2766,4,5,4,4,5,5,4,5,4
2768,2,1,1,1,5,4,3,4,3
2769,3,2,4,1,5,5,2,3,3
2773,4,5,5,3,5,4,3,4,3
2774,4,4,4,1,5,5,5,4,5
2775,5,5,5,4,4,5,5,5,5
2776,3,2,3,1,4,3,3,4,2
2777,3,1,3,3,4,5,5,4,4
2778,2,1,1,2,4,5,4,4,1
2779,1,1,3,1,1,3,3,1,2
2780,4,5,5,2,5,5,3,5,4
2783,4,5,5,3,5,5,5,3,2
2784,4,3,4,3,3,5,3,4,4
2785,3,5,5,5,2,5,4,5,2
2786,4,3,3,3,4,4,4,4,3
2787,4,3,4,1,3,4,2,3,4
2788,3,5,5,4,3,5,4,5,2
2789,4,4,5,5,4,4,3,4,5
2790,5,5,5,2,5,4,4,5,5
2791,4,4,4,3,4,3,4,4,4
2792,4,4,4,2,5,5,5,4,3
2794,2,1,2,3,5,5,4,5,5
2795,5,5,5,3,5,5,5,5,5
2796,3,3,4,3,3,4,4,4,3
2798,4,3,4,4,5,5,5,5,4
2799,2,3,5,1,5,5,3,5,4
2800,2,4,3,3,4,5,1,3,4
2801,4,4,4,3,5,4,5,4,5
2802,3,3,3,4,2,4,3,2,3
2803,3,3,3,3,3,4,4,3,3
2804,4,3,2,1,5,5,5,4,3
2805,4,3,3,5,4,4,4,4,4
2806,3,5,2,4,2,2,3,1,1
2807,4,5,4,2,4,4,5,4,4
2808,3,3,4,5,2,3,4,4,4
2809,5,3,3,1,5,5,5,5,5
2810,1,3,4,1,5,4,2,2,4
2812,3,4,2,4,2,4,5,3,2
2813,5,2,4,2,4,5,5,5,3
2814,3,4,3,2,4,5,4,5,3
2815,3,3,3,3,3,4,4,3,3
2816,5,3,1,5,5,5,5,5,4
2817,3,3,3,2,3,3,4,4,3
2818,3,3,4,2,5,4,3,4,4
2819,4,3,4,3,5,5,5,5,3
2820,2,3,3,4,2,5,3,3,3
2821,5,5,5,5,5,5,5,5,5
2824,3,4,5,3,2,5,5,3,3
2826,4,4,4,2,4,5,4,3,4
2828,4,1,4,2,4,5,5,2,3
2829,3,4,3,2,2,3,3,4,3
2830,4,4,3,3,3,4,3,4,3
2832,4,3,3,1,5,5,5,4,2
2834,4,4,3,1,5,5,5,5,4
2835,2,2,5,1,5,5,3,5,5
2836,4,5,1,2,5,5,4,4,3
2837,4,5,4,5,4,4,5,4,5
2838,5,5,5,3,5,5,5,5,5
2839,5,5,4,5,3,5,4,5,3
2840,4,1,3,2,5,3,4,4,4
2841,3,1,2,3,5,5,2,4,4
2842,5,1,1,2,5,5,5,4,1
2843,2,3,3,3,3,4,4,3,3
2845,5,5,4,3,5,5,5,5,5
2846,3,3,2,1,5,5,3,4,3
2847,3,2,4,3,3,2,3,2,4
2849,5,5,4,3,5,5,5,5,5
2850,5,2,4,2,5,5,4,2,3
2851,2,4,3,1,5,5,3,5,3
2852,4,3,2,3,3,4,3,4,4
2853,5,5,5,5,5,5,5,5,5
2854,3,3,4,3,2,4,5,4,3
2855,4,2,5,4,5,5,4,5,2
2856,5,5,5,3,3,5,5,5,5
2857,3,3,3,3,3,3,3,3,3
2858,5,5,5,3,5,5,5,5,5
2859,4,5,5,3,5,5,5,4,4
2860,1,3,2,3,1,4,5,2,2
2861,4,5,4,5,4,5,5,4,5
2862,1,1,3,1,5,5,3,1,1
2864,4,5,3,4,3,5,4,4,5
2865,5,5,5,5,5,5,5,5,5
2866,5,4,4,4,5,5,4,3,4
2867,3,3,3,1,5,5,5,5,2
2868,5,5,5,5,5,5,5,5,5
2869,3,5,3,2,3,3,4,5,3
2871,4,3,4,2,2,5,5,3,4
2872,2,3,3,3,3,4,4,3,3
2873,4,4,4,4,3,5,4,4,3
2874,4,5,3,1,3,5,5,5,3
2875,3,2,4,1,3,5,4,2,4
2878,1,4,2,3,3,1,5,3,2
2880,3,1,2,1,5,4,4,3,3
2882,3,4,5,5,4,4,4,5,4
2883,4,3,1,3,4,5,4,4,5
2885,4,3,2,3,3,4,2,5,2
2887,2,1,5,3,1,5,4,4,2
2888,2,5,1,1,5,5,4,5,1
2889,5,3,3,4,4,4,5,5,3
2890,2,3,4,4,4,4,3,5,4
2891,2,1,4,1,5,5,4,3,4
2893,5,5,5,5,5,5,5,5,5
2894,3,1,4,3,5,5,2,2,3
2896,3,2,4,4,5,5,5,5,3
2897,3,4,1,4,3,3,3,3,2
2898,5,4,4,4,4,5,3,4,4
2899,1,3,5,1,5,5,3,3,4
2900,3,3,3,3,5,5,5,3,4
2901,4,3,2,4,5,5,3,5,3
2902,3,3,3,4,5,5,5,5,5
2903,3,1,2,1,3,5,3,4,1
2904,4,2,5,4,1,5,4,4,2
2905,3,4,4,3,4,4,4,4,3
2906,5,4,5,4,5,4,4,5,4
2907,4,5,4,4,4,3,4,5,5
2908,5,4,3,4,3,4,5,5,4
2909,5,5,5,5,4,5,5,1,1
2910,3,5,2,2,5,5,3,5,3
2911,4,3,5,3,3,4,4,4,3
2912,3,3,3,2,3,1,4,4,2
2913,4,3,3,3,5,4,4,4,3
2914,5,5,5,2,4,5,5,5,5
2917,2,3,1,4,2,5,5,3,2
2918,4,3,3,2,4,3,4,5,3
2919,5,5,5,3,5,4,3,5,3
2920,3,1,1,1,3,3,2,3,1
2921,4,3,2,4,3,4,4,2,3
2923,3,3,5,4,4,4,5,5,4
2924,2,4,2,1,2,3,3,4,4
2926,2,3,2,2,5,5,2,3,3
2927,4,3,3,2,3,4,4,4,3
2928,2,3,3,3,3,4,4,3,3
2929,5,4,5,2,2,5,4,3,4
2930,5,5,5,5,5,5,1,1,5
2931,4,5,2,2,5,5,5,4,2
2932,2,2,4,2,3,5,5,4,4
2933,3,3,5,4,5,5,4,5,4
2934,5,3,3,4,4,5,5,2,4
2935,3,1,3,2,4,3,3,5,3
2936,1,4,2,1,4,4,4,1,1
2938,4,4,5,5,2,3,3,4,3
2939,5,5,4,3,4,5,3,5,5
2940,1,5,1,1,5,5,1,5,2
2942,3,1,2,4,3,4,3,2,4
2943,3,5,5,3,4,5,5,5,4
2944,4,1,4,3,5,5,5,5,5
2945,4,3,3,3,3,3,4,3,3
2946,3,3,3,3,3,4,4,3,3
2947,1,5,4,5,5,5,5,5,3
2948,3,4,3,4,4,5,3,4,4
2949,3,5,2,2,5,5,5,5,5
2950,2,2,4,4,4,4,3,2,2
2951,2,2,3,4,3,3,4,3,3
2952,4,5,3,3,5,5,4,5,3
2953,2,2,4,3,4,4,3,3,3
2954,3,4,2,1,5,3,5,4,1
2955,3,3,2,3,4,3,4,3,4
2956,3,3,4,3,3,4,3,3,3
2957,3,2,4,3,3,3,5,4,4
2958,3,4,5,2,5,5,4,5,3
2959,4,4,3,1,5,5,4,5,3
2960,3,3,5,2,3,5,3,3,3
2961,2,5,3,2,5,5,4,5,4
2963,1,2,5,4,2,3,3,2,2
2964,5,4,3,3,5,5,5,4,5
2965,5,3,3,4,4,4,4,4,5
2966,4,3,2,2,5,5,5,5,4
2968,3,2,3,3,4,5,3,2,4
2969,3,5,5,2,5,5,3,4,3
2970,3,3,3,3,3,4,4,3,3
2971,4,4,3,3,3,5,5,4,3
2972,3,3,3,1,5,5,4,5,3
2973,5,5,3,3,5,5,5,5,4
2974,2,4,4,5,2,4,4,5,1
2975,3,3,3,3,3,4,4,3,3
2976,3,3,4,2,2,4,2,4,3
2977,4,5,5,5,5,4,4,5,5
2978,3,3,2,2,2,4,4,4,3
2979,4,3,4,3,4,5,4,5,3
2980,4,5,4,2,4,5,3,4,4
2981,5,4,4,5,2,5,4,3,3
2984,4,3,3,3,3,3,2,4,4
2985,3,3,3,4,4,2,2,2,3
2987,1,1,2,1,3,1,2,2,5
2988,3,3,3,3,3,4,4,3,3
2989,3,4,2,1,3,5,2,2,4
2992,3,4,5,3,4,5,4,4,5
2995,2,3,3,3,3,4,4,3,3
2996,4,3,3,3,3,3,5,3,3
2998,4,4,3,4,5,5,5,5,3
3001,4,3,3,2,3,4,4,3,4
3002,4,4,5,3,4,3,4,5,4
3003,4,3,4,3,3,3,3,4,3
3005,3,4,4,3,4,4,4,3,4
3006,5,4,5,4,5,5,4,3,5
3007,5,2,5,3,5,5,5,5,5
3008,5,3,5,3,5,5,4,4,3
3009,1,5,4,2,3,4,4,4,3
3011,4,4,4,4,5,5,4,4,4
3012,4,3,5,2,4,5,4,5,4
3016,5,5,5,4,5,5,5,5,5
3017,1,1,1,1,1,1,1,1,1
3018,3,5,5,5,5,5,5,5,1
3021,2,2,1,1,4,2,2,1,2
3022,4,5,4,3,3,4,4,4,3
3023,5,5,5,5,5,5,5,5,5
3024,3,5,4,4,5,5,5,5,4
3026,2,2,3,1,1,2,2,3,1
3027,1,2,2,2,5,5,4,2,4
3028,4,4,4,3,5,4,4,5,4
3029,3,4,5,4,5,5,4,5,5
3030,5,4,5,4,5,5,5,5,5
3031,4,4,4,3,2,5,3,3,5
3032,3,3,4,2,3,3,3,2,3
3033,4,3,4,4,4,5,5,4,4
3034,4,3,2,3,5,5,5,5,5
3035,3,5,3,3,5,5,5,5,3
3036,3,3,4,2,4,5,4,3,5
3037,5,1,3,1,3,5,4,4,2
3038,5,2,5,5,4,5,5,5,4
3039,3,3,3,1,5,4,2,3,4
3040,4,5,4,2,5,5,1,2,3
3041,4,5,2,4,5,5,5,3,3
3042,3,3,5,4,3,5,4,4,4
3043,1,5,3,1,5,5,3,5,5
3044,5,2,5,1,5,3,5,5,5
3045,4,4,4,4,5,5,4,4,5
3046,5,5,5,5,5,5,5,5,5
3047,2,2,3,1,5,5,4,3,3
3048,4,5,2,4,2,4,5,3,4
3049,3,3,2,5,5,5,5,4,2
3051,3,4,4,3,4,5,4,2,2
3052,5,4,4,3,5,4,4,5,4
3053,2,5,1,2,5,4,4,5,5
3054,5,4,5,4,5,5,4,4,4
3055,3,3,4,3,4,5,5,3,4
3056,4,1,4,1,5,4,5,5,4
3057,4,4,4,4,5,5,4,4,5
3058,2,2,1,1,1,5,3,2,1
3059,4,5,5,5,5,5,4,4,4
3060,4,4,4,4,5,5,4,4,5
3061,5,4,3,3,4,4,5,4,4
3062,5,3,5,4,5,4,5,4,5
3063,4,5,3,3,3,5,2,4,3
3064,2,3,2,3,3,4,4,4,3
3065,4,4,3,3,3,4,3,3,3
3067,3,4,4,3,5,5,4,4,4
3069,5,5,5,4,3,5,5,5,5
3070,5,3,2,1,5,5,3,4,2
3072,1,5,4,3,4,5,5,5,3
3073,4,2,3,2,4,5,3,4,3
3074,3,3,3,3,2,3,3,3,3
3075,1,5,5,4,3,5,4,5,3
3077,4,4,3,2,4,5,4,4,3
3078,2,2,3,3,5,5,3,4,5
3082,4,4,4,4,5,5,4,4,5
3084,3,3,5,3,5,5,4,4,5
3085,4,4,4,3,5,4,5,5,4
3086,1,3,5,4,5,5,4,5,4
3087,2,2,2,2,4,2,4,4,3
3089,2,2,2,1,4,4,4,4,2
3090,2,3,4,3,2,3,5,3,3
3091,1,1,4,1,4,5,1,1,1
3092,3,2,3,3,2,2,4,2,3
3093,4,4,4,3,2,4,5,4,3
3096,3,2,5,2,4,4,4,5,2
3097,5,2,3,1,2,5,5,3,1
3098,4,4,4,4,5,5,4,4,5
3100,5,2,1,5,4,5,3,5,4
3101,3,4,3,2,3,5,5,5,5
3102,5,5,5,5,5,5,5,5,5
3103,3,4,2,3,5,5,3,4,3
3104,2,3,3,2,4,3,4,2,3
3105,1,4,3,4,3,4,3,3,4
3106,3,2,4,2,4,4,3,4,4
3107,5,5,3,3,5,5,5,5,3
3108,4,5,5,4,5,5,4,5,4
3110,5,3,3,2,2,5,5,4,4
3111,3,3,4,4,4,4,4,5,3
3112,3,2,4,3,4,4,4,3,2
3113,3,2,3,4,2,4,2,3,4
3115,4,4,1,1,5,5,4,5,1
3117,4,4,4,3,1,5,3,4,4
3118,2,2,3,3,3,4,4,3,3
3119,4,3,1,3,5,5,3,3,3
3120,2,2,2,2,2,2,2,2,2
3121,5,5,5,5,5,5,5,5,5
3122,4,5,2,5,5,4,5,3,2
3123,2,3,4,1,5,5,3,5,5
3124,4,3,2,3,4,4,5,2,5
3125,5,5,4,4,4,5,5,5,4
3126,5,4,4,2,5,5,4,4,5
3128,5,5,4,4,4,5,5,5,4
3129,5,4,3,5,5,5,5,5,2
3130,3,4,3,2,5,4,4,4,4
3131,5,5,4,4,4,5,5,5,4
3132,3,5,3,3,5,5,2,4,4
3133,2,2,4,1,3,5,4,4,1
3134,5,5,3,3,4,5,4,5,3
3135,3,4,4,2,5,5,4,4,5
3136,5,5,4,4,4,5,5,5,4
3137,5,3,4,1,4,5,5,5,4
3139,3,3,5,2,5,5,4,2,4
3140,3,2,4,1,1,4,3,2,3
3141,5,5,4,4,4,5,5,5,4
3142,4,3,4,1,5,5,4,5,4
3143,4,4,3,4,3,5,4,4,4
3144,4,5,4,5,5,4,3,3,3
3145,5,5,4,4,4,5,5,5,4
3146,5,4,4,2,5,5,5,4,5
3147,1,5,4,3,3,5,2,1,1
3148,5,5,4,4,4,5,5,5,4
3149,4,4,3,4,4,4,3,4,4
3150,5,5,4,4,4,5,5,5,4
3151,3,5,1,4,5,4,3,5,4
3152,5,5,4,4,4,5,5,5,4
3154,1,5,2,2,5,5,3,5,5
3155,2,2,2,2,2,3,3,1,2
3157,5,5,4,4,4,5,5,5,4
3158,2,2,5,4,3,5,4,2,1
3159,5,5,4,4,4,5,5,5,4
3160,4,5,4,1,5,5,5,5,5
3161,3,4,5,4,5,3,3,3,4
3162,5,5,4,4,4,5,5,5,4
3163,3,4,4,3,4,4,5,4,4
3164,4,3,3,5,4,5,3,4,4
3165,3,4,5,3,5,5,4,4,4
3166,2,2,1,3,5,5,5,5,2
3167,3,4,4,4,4,4,4,4,3
3168,4,5,3,4,5,5,5,4,4
3169,4,4,3,4,3,5,2,5,4
3170,4,4,4,4,5,4,4,4,4
3171,5,5,5,5,5,5,5,5,5
3172,3,3,4,3,4,5,3,3,4
3173,5,5,3,3,3,3,4,3,4
3174,3,3,2,3,4,3,2,3,3
3175,5,5,4,3,2,5,4,5,4
3176,2,3,4,3,2,4,2,4,3
3177,3,2,5,2,5,3,1,3,5
3178,3,3,4,4,5,4,4,4,3
3179,3,3,4,4,4,4,2,5,4
3182,3,2,5,5,2,4,4,4,4
3183,5,5,4,4,4,5,5,5,4
3184,5,5,4,4,4,5,5,5,4
3185,5,3,5,3,3,4,4,3,5
3186,1,2,5,1,5,5,1,2,1
3187,3,4,4,3,3,5,3,4,4
3188,2,4,4,1,1,4,4,3,3
3189,3,3,5,4,3,4,1,4,4
3190,4,4,4,3,3,4,4,4,4
3191,3,4,4,4,2,4,2,2,3
3192,3,1,4,4,2,4,4,2,4
3193,2,1,5,5,1,5,4,3,1
3194,5,5,5,3,5,5,5,4,3
3195,3,2,4,4,3,5,1,5,4
3196,1,3,2,1,2,4,1,1,1
3197,4,5,3,3,1,3,5,5,2
3198,3,4,4,4,4,4,4,3,1
3199,3,3,3,3,3,4,3,4,4
3200,3,2,2,4,3,3,1,3,3
3201,4,3,3,3,5,5,3,3,4
3202,3,2,4,3,2,4,5,5,2
3203,3,3,4,4,4,3,2,3,2
3204,3,4,4,4,4,3,1,2,4
3205,2,4,3,1,5,5,1,3,3
3206,4,5,4,1,5,5,4,5,3
3207,1,1,5,1,3,4,4,4,1
3208,3,5,2,4,1,5,4,3,4
3209,5,4,2,5,5,5,5,5,3
3210,5,5,3,3,2,5,2,5,4
3211,2,4,1,2,4,5,2,3,3
3212,3,1,4,2,3,5,4,5,5
3213,4,4,4,4,4,4,4,3,3
3214,3,4,3,2,2,4,4,3,3
3215,3,3,3,4,4,4,2,3,2
3216,5,5,4,4,4,5,5,5,4
3217,3,4,3,3,5,3,2,4,1
3218,3,3,2,4,2,4,2,3,3
3219,3,3,4,4,4,3,2,3,2
3220,4,3,3,3,5,3,2,3,3
3221,5,5,4,4,4,5,5,5,4
3222,2,2,3,2,3,2,4,4,2
3223,3,4,3,2,3,3,3,3,4
3224,4,4,3,4,3,4,3,3,4
3225,3,2,3,4,2,4,3,2,3
3226,5,4,5,3,5,5,5,5,5
3227,3,3,4,4,3,3,2,3,2
3228,5,4,4,4,5,5,5,4,5
3229,3,4,4,4,2,4,3,4,3
3230,5,5,4,4,4,5,5,5,4
3232,3,2,5,5,2,3,5,5,4
3233,4,3,5,3,5,4,5,4,4
3234,3,4,4,4,2,5,2,4,2
3235,5,5,4,4,4,5,5,5,4
3236,4,2,1,2,5,5,4,5,4
3237,1,5,5,1,1,5,1,5,1
3238,5,5,4,4,4,5,5,5,4
3239,5,3,5,3,4,5,5,3,3
3240,1,3,5,5,4,5,3,3,5
3241,5,3,5,3,5,5,5,5,4
3243,1,5,5,5,5,5,5,4,5
3244,3,3,2,3,3,5,2,3,4
3245,5,5,4,4,4,5,5,5,4
3246,3,4,2,3,2,3,3,4,3
3247,5,4,2,4,1,1,4,4,2
3248,3,4,4,5,3,4,4,5,2
3249,3,4,4,2,2,3,3,4,3
3250,3,3,5,5,4,4,4,3,4
3252,4,5,4,1,1,4,5,5,3
3253,4,3,3,3,5,5,5,5,5
3254,4,5,3,4,4,4,4,4,3
3255,4,4,3,2,5,5,4,4,5
3258,4,5,4,5,4,5,5,5,3
3259,5,5,4,4,4,5,5,5,4
3260,5,3,5,4,4,4,4,4,3
3261,2,5,4,3,3,5,2,3,3
3262,3,2,4,3,5,5,5,4,5
3263,4,4,4,3,3,4,4,4,3
3264,3,4,4,2,1,1,2,4,1
3265,3,5,4,4,5,4,2,4,3
3266,3,5,4,5,5,4,4,5,4
3268,4,4,3,1,1,4,5,4,4
3269,5,5,4,4,4,5,5,5,4
3270,1,1,4,3,1,4,2,2,3
3271,4,1,5,3,5,5,4,4,4
3272,3,5,5,4,1,4,3,3,2
3273,4,3,4,3,5,5,5,5,3
3274,4,5,3,4,4,3,3,3,2
3275,3,2,5,4,3,3,3,3,2
3276,3,4,4,3,2,4,2,4,3
3277,3,2,4,4,3,4,2,3,4
3278,5,5,4,4,4,5,5,5,4
3279,3,5,4,4,3,3,2,5,2
3280,5,5,3,3,3,5,2,1,3
3281,1,1,5,3,3,5,3,3,3
3283,4,4,4,3,5,5,4,5,4
3284,5,5,4,4,4,5,5,5,4
3285,1,1,4,5,2,2,4,3,3
3286,5,5,4,4,4,5,5,5,4
3287,5,3,5,4,1,3,5,5,4
3288,4,4,4,2,5,5,5,3,4
3289,1,5,1,1,4,4,1,5,3
3290,5,5,4,4,4,5,5,5,4
3291,4,2,5,2,2,3,2,5,4
3292,4,4,3,3,3,4,3,3,4
3293,5,5,4,4,4,5,5,5,4
3294,3,5,4,2,5,5,5,5,5
3295,5,5,4,4,4,5,5,5,4
3297,5,5,4,4,4,5,5,5,4
3298,5,5,4,4,4,5,5,5,4
3299,3,4,3,2,4,5,2,3,3
3300,5,5,4,4,4,5,5,5,4
3301,3,4,1,4,5,4,5,3,3
3302,1,1,2,2,3,5,1,1,2
3304,5,5,4,4,4,5,5,5,4
3305,5,3,5,3,1,5,1,3,1
3306,5,5,4,4,4,5,5,5,4
3307,3,3,3,4,2,4,2,2,3
3308,5,5,4,4,4,5,5,5,4
3309,2,2,4,1,5,5,3,3,4
3310,3,2,2,2,1,2,3,1,2
3311,5,5,4,4,4,5,5,5,4
3312,3,3,3,4,3,4,2,2,3
3315,5,4,3,2,5,5,5,5,4
3317,4,2,5,2,4,5,4,3,2
3318,4,4,4,3,3,5,4,3,3
3319,4,3,3,3,5,5,4,4,5
3321,5,2,4,5,3,5,4,3,4
3322,5,5,4,4,4,5,5,5,4
3323,3,4,2,2,4,3,1,4,1
3324,5,5,4,4,4,5,5,5,4
3325,3,3,3,4,4,3,5,4,3
3326,3,3,5,4,5,5,2,3,2
3328,5,5,4,4,4,5,5,5,4
3329,4,5,4,2,3,4,4,5,4
3330,4,3,3,2,5,5,4,4,3
3331,4,4,4,4,4,4,3,4,4
3332,4,2,3,3,1,4,4,2,4
3333,3,3,4,4,4,4,2,2,4
3335,5,4,5,4,4,5,4,4,4
3336,4,4,4,4,5,5,4,4,5
3337,4,4,4,4,5,5,4,4,5
3338,3,3,4,3,4,3,2,3,5
3339,4,4,4,4,5,5,4,4,5
3340,5,5,5,3,4,4,5,4,4
3341,4,3,4,3,5,3,4,5,3
3342,1,3,4,1,4,3,4,4,3
3343,3,2,4,3,2,2,4,4,4
3344,3,3,4,4,3,5,2,4,3
3345,4,3,4,2,4,5,3,4,4
3346,3,1,1,1,5,4,5,5,3
3347,5,1,3,1,4,5,5,5,3
3348,5,2,5,2,3,5,3,5,5
3349,3,3,3,4,2,3,3,4,3
3350,1,5,3,2,2,3,5,4,3
3351,3,3,4,2,5,5,4,3,3
3352,3,3,4,4,3,5,3,4,4
3353,3,3,2,3,2,3,2,3,3
3354,1,1,5,3,5,5,5,5,5
3355,3,2,3,2,5,5,5,5,3
3356,3,1,1,3,5,5,4,1,1
3357,3,3,3,3,3,3,2,4,4
3358,4,1,3,1,5,3,4,4,3
3359,4,3,3,3,4,4,4,4,4
3360,4,3,3,3,3,3,3,3,4
3361,4,3,2,1,5,5,4,4,4
3362,3,5,4,3,5,5,3,5,3
3363,4,5,2,1,2,5,1,4,3
3364,3,2,2,3,3,3,2,3,2
3365,4,4,3,3,3,3,4,4,4
3366,2,2,1,1,2,2,2,1,1
3367,3,3,3,2,4,4,4,3,3
3368,1,5,5,1,5,5,4,5,1
3369,3,3,3,3,3,3,3,3,3
3370,5,4,3,2,4,5,5,3,2
3371,5,5,5,3,3,5,4,4,2
3372,3,3,3,3,3,2,2,3,4
3374,5,3,3,4,5,5,5,5,3
3375,4,3,4,3,2,2,2,2,3
3377,3,4,5,3,3,3,3,4,3
3379,4,3,3,3,3,3,4,3,3
3380,3,4,4,2,4,4,3,5,3
3382,4,4,4,3,4,4,5,4,3
3383,5,4,5,5,4,5,4,4,4
3384,3,3,2,4,3,4,3,2,3
3385,4,3,1,1,1,3,1,1,1
3386,4,4,4,4,3,4,3,4,3
3387,2,4,3,4,2,2,3,3,1
3388,1,1,4,2,4,5,5,1,1
3389,4,5,2,3,4,2,2,4,3
3390,5,5,5,5,2,5,5,5,5
3391,3,3,3,3,3,3,2,2,3
3392,1,5,5,5,3,5,5,5,1
3394,4,4,3,2,4,4,4,4,3
3395,3,1,5,1,3,5,5,3,1
3396,2,5,5,5,3,5,5,5,1
3397,1,2,4,2,1,4,1,1,1
3399,4,4,3,1,4,5,3,5,2
3400,2,2,2,2,2,2,2,2,2
3401,3,2,3,2,4,5,3,4,3
3402,4,3,3,2,4,5,5,4,2
3403,1,2,4,3,3,5,2,3,3
3404,1,3,3,3,3,4,1,4,3
3406,2,3,4,2,5,5,4,3,5
3407,2,2,2,2,2,2,2,2,2
3408,3,3,2,2,3,2,2,3,2
3409,5,3,1,2,5,5,5,5,5
3410,3,2,3,2,3,4,3,3,3
3412,3,3,2,3,2,3,2,3,3
3413,3,3,3,3,3,3,2,3,4
3415,3,3,4,3,3,4,4,4,4
3416,3,3,3,4,2,3,3,3,4
3417,3,4,3,3,4,5,4,3,3
3418,3,3,4,1,5,5,1,4,1
